[09:34:02 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.58MB
[13:37:02 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.08MB
[13:37:03 INF] Usage: Total CPU 5.36% | App CPU 0.00% | App Heap 8.08MB
[13:37:04 INF] Usage: Total CPU 2.56% | App CPU 1.55% | App Heap 8.08MB
[13:37:05 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.08MB
[13:37:06 INF] Usage: Total CPU 6.98% | App CPU 0.00% | App Heap 8.08MB
[13:37:07 INF] Usage: Total CPU 2.47% | App CPU 1.54% | App Heap 8.08MB
[13:37:08 INF] Usage: Total CPU 0.88% | App CPU 0.00% | App Heap 8.08MB
[13:37:09 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 8.08MB
[13:37:10 INF] Usage: Total CPU 0.80% | App CPU 0.00% | App Heap 8.08MB
[13:37:11 INF] Usage: Total CPU 1.85% | App CPU 0.00% | App Heap 8.08MB
[13:37:12 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 8.08MB
[13:37:13 INF] Usage: Total CPU 0.26% | App CPU 0.00% | App Heap 8.08MB
[13:37:14 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.08MB
[13:37:15 INF] Usage: Total CPU 4.04% | App CPU 0.00% | App Heap 8.08MB
[13:37:16 INF] Usage: Total CPU 2.12% | App CPU 0.00% | App Heap 8.08MB
[13:37:17 INF] Usage: Total CPU 2.19% | App CPU 1.10% | App Heap 8.08MB
[13:37:18 INF] Usage: Total CPU 1.36% | App CPU 0.00% | App Heap 8.08MB
[13:37:19 INF] Usage: Total CPU 3.10% | App CPU 1.03% | App Heap 8.08MB
[13:37:20 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.08MB
[13:37:21 INF] Usage: Total CPU 1.86% | App CPU 0.00% | App Heap 8.08MB
[13:37:22 INF] Usage: Total CPU 1.99% | App CPU 0.00% | App Heap 8.08MB
[13:37:23 INF] Usage: Total CPU 1.07% | App CPU 0.00% | App Heap 8.08MB
[13:37:24 INF] Usage: Total CPU 2.65% | App CPU 0.00% | App Heap 8.08MB
[13:37:25 INF] Usage: Total CPU 2.16% | App CPU 1.49% | App Heap 8.08MB
[13:37:26 INF] Usage: Total CPU 6.74% | App CPU 0.00% | App Heap 8.08MB
[13:37:27 INF] Usage: Total CPU 2.79% | App CPU 0.06% | App Heap 8.08MB
[13:37:28 INF] Usage: Total CPU 1.83% | App CPU 0.13% | App Heap 8.08MB
[13:37:29 INF] Usage: Total CPU 1.25% | App CPU 0.00% | App Heap 8.08MB
[13:37:30 INF] Usage: Total CPU 3.75% | App CPU 0.00% | App Heap 8.08MB
[13:37:31 INF] Usage: Total CPU 0.58% | App CPU 0.00% | App Heap 8.08MB
[13:37:32 INF] Usage: Total CPU 5.91% | App CPU 0.00% | App Heap 8.08MB
[13:37:33 INF] Usage: Total CPU 0.92% | App CPU 0.00% | App Heap 8.08MB
[13:37:34 INF] Usage: Total CPU 3.64% | App CPU 0.00% | App Heap 8.08MB
[13:37:36 INF] Usage: Total CPU 2.48% | App CPU 0.00% | App Heap 8.08MB
[13:37:37 INF] Usage: Total CPU 3.88% | App CPU 0.00% | App Heap 8.02MB
[13:37:38 INF] Usage: Total CPU 0.57% | App CPU 0.00% | App Heap 8.08MB
[13:37:39 INF] Usage: Total CPU 4.90% | App CPU 0.06% | App Heap 8.09MB
[13:37:40 INF] Usage: Total CPU 1.88% | App CPU 1.53% | App Heap 8.08MB
[13:37:41 INF] Usage: Total CPU 4.98% | App CPU 0.00% | App Heap 8.08MB
[13:37:42 INF] Usage: Total CPU 0.45% | App CPU 0.06% | App Heap 8.08MB
[13:37:43 INF] Usage: Total CPU 2.50% | App CPU 0.06% | App Heap 8.08MB
[13:37:44 INF] Usage: Total CPU 1.99% | App CPU 0.00% | App Heap 8.08MB
[13:37:45 INF] Usage: Total CPU 0.44% | App CPU 0.00% | App Heap 8.08MB
[13:37:46 INF] Usage: Total CPU 0.98% | App CPU 0.00% | App Heap 8.08MB
[13:37:47 INF] Usage: Total CPU 1.81% | App CPU 0.00% | App Heap 8.09MB
[13:37:48 INF] Usage: Total CPU 0.68% | App CPU 0.00% | App Heap 8.09MB
[13:37:49 INF] Usage: Total CPU 2.95% | App CPU 0.00% | App Heap 8.08MB
[13:37:50 INF] Usage: Total CPU 2.76% | App CPU 0.00% | App Heap 8.09MB
[13:37:51 INF] Usage: Total CPU 5.70% | App CPU 1.54% | App Heap 8.08MB
[13:37:52 INF] Usage: Total CPU 1.08% | App CPU 0.00% | App Heap 8.08MB
[13:37:53 INF] Usage: Total CPU 2.96% | App CPU 0.00% | App Heap 8.09MB
[13:37:54 INF] Usage: Total CPU 5.34% | App CPU 0.06% | App Heap 8.09MB
[13:37:55 INF] Usage: Total CPU 6.56% | App CPU 1.54% | App Heap 8.08MB
[13:37:56 INF] Usage: Total CPU 8.39% | App CPU 1.54% | App Heap 8.08MB
[13:37:57 INF] Usage: Total CPU 7.94% | App CPU 0.00% | App Heap 8.08MB
[13:37:58 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 8.08MB
[13:37:59 INF] Usage: Total CPU 1.02% | App CPU 0.00% | App Heap 8.09MB
[13:38:00 INF] Usage: Total CPU 1.75% | App CPU 0.06% | App Heap 8.08MB
[13:38:01 INF] Usage: Total CPU 2.74% | App CPU 0.00% | App Heap 8.08MB
[13:38:02 INF] Usage: Total CPU 1.45% | App CPU 0.00% | App Heap 8.08MB
[13:38:03 INF] Usage: Total CPU 4.50% | App CPU 0.00% | App Heap 8.08MB
[13:38:04 INF] Usage: Total CPU 1.61% | App CPU 1.03% | App Heap 8.08MB
[13:38:05 INF] Usage: Total CPU 3.73% | App CPU 0.00% | App Heap 8.09MB
[13:38:06 INF] Usage: Total CPU 3.03% | App CPU 1.54% | App Heap 8.09MB
[13:38:07 INF] Usage: Total CPU 1.78% | App CPU 0.00% | App Heap 8.09MB
[13:38:08 INF] Usage: Total CPU 0.77% | App CPU 0.00% | App Heap 8.09MB
[13:38:09 INF] Usage: Total CPU 2.82% | App CPU 0.00% | App Heap 8.09MB
[13:38:10 INF] Usage: Total CPU 1.32% | App CPU 0.00% | App Heap 8.08MB
[13:38:11 INF] Usage: Total CPU 2.58% | App CPU 0.00% | App Heap 8.09MB
[13:38:12 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.09MB
[13:38:13 INF] Usage: Total CPU 4.39% | App CPU 0.00% | App Heap 8.09MB
[13:38:14 INF] Usage: Total CPU 1.06% | App CPU 1.55% | App Heap 8.09MB
[13:38:15 INF] Usage: Total CPU 1.37% | App CPU 0.00% | App Heap 8.08MB
[13:38:16 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 8.08MB
[13:38:17 INF] Usage: Total CPU 0.76% | App CPU 0.00% | App Heap 8.09MB
[13:38:18 INF] Usage: Total CPU 1.94% | App CPU 0.00% | App Heap 8.08MB
[13:38:19 INF] Usage: Total CPU 0.77% | App CPU 0.00% | App Heap 8.09MB
[13:38:20 INF] Usage: Total CPU 1.90% | App CPU 0.00% | App Heap 8.08MB
[13:38:21 INF] Usage: Total CPU 1.17% | App CPU 0.06% | App Heap 8.09MB
[13:38:22 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 8.08MB
[13:38:23 INF] Usage: Total CPU 0.71% | App CPU 0.00% | App Heap 8.08MB
[13:38:24 INF] Usage: Total CPU 0.49% | App CPU 0.00% | App Heap 8.09MB
[13:38:25 INF] Usage: Total CPU 3.19% | App CPU 0.00% | App Heap 8.08MB
[13:38:26 INF] Usage: Total CPU 3.52% | App CPU 1.54% | App Heap 8.09MB
[13:38:27 INF] Usage: Total CPU 0.36% | App CPU 0.00% | App Heap 8.09MB
[13:38:28 INF] Usage: Total CPU 0.06% | App CPU 0.00% | App Heap 8.08MB
[13:38:29 INF] Usage: Total CPU 2.39% | App CPU 0.00% | App Heap 8.09MB
[13:38:30 INF] Usage: Total CPU 1.56% | App CPU 0.00% | App Heap 8.08MB
[13:38:31 INF] Usage: Total CPU 0.85% | App CPU 0.00% | App Heap 8.08MB
[13:38:32 INF] Usage: Total CPU 0.93% | App CPU 0.00% | App Heap 8.09MB
[13:38:33 INF] Usage: Total CPU 6.11% | App CPU 0.00% | App Heap 8.10MB
[13:38:34 INF] Usage: Total CPU 3.08% | App CPU 1.49% | App Heap 8.09MB
[13:38:35 INF] Usage: Total CPU 2.15% | App CPU 0.00% | App Heap 8.08MB
[13:38:36 INF] Usage: Total CPU 5.33% | App CPU 1.52% | App Heap 8.08MB
[13:38:37 INF] Usage: Total CPU 10.37% | App CPU 0.00% | App Heap 8.09MB
[13:38:38 INF] Usage: Total CPU 8.70% | App CPU 0.00% | App Heap 8.08MB
[13:38:39 INF] Usage: Total CPU 7.80% | App CPU 0.00% | App Heap 8.09MB
[13:38:40 INF] Usage: Total CPU 2.17% | App CPU 0.00% | App Heap 8.08MB
[13:38:41 INF] Usage: Total CPU 1.35% | App CPU 0.00% | App Heap 8.08MB
[13:38:42 INF] Usage: Total CPU 3.03% | App CPU 0.00% | App Heap 8.08MB
[13:38:43 INF] Usage: Total CPU 2.24% | App CPU 0.00% | App Heap 8.09MB
[13:38:44 INF] Usage: Total CPU 2.14% | App CPU 1.48% | App Heap 8.08MB
[13:38:45 INF] Usage: Total CPU 0.04% | App CPU 0.00% | App Heap 8.09MB
[13:38:46 INF] Usage: Total CPU 3.08% | App CPU 0.00% | App Heap 8.08MB
[13:38:47 INF] Usage: Total CPU 0.62% | App CPU 0.00% | App Heap 8.08MB
[13:38:48 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 8.09MB
[13:38:49 INF] Usage: Total CPU 0.84% | App CPU 0.00% | App Heap 8.08MB
[13:38:50 INF] Usage: Total CPU 2.39% | App CPU 0.00% | App Heap 8.08MB
[13:38:51 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.09MB
[13:38:52 INF] Usage: Total CPU 1.22% | App CPU 0.00% | App Heap 8.09MB
[13:38:53 INF] Usage: Total CPU 1.80% | App CPU 0.00% | App Heap 8.09MB
[13:38:54 INF] Usage: Total CPU 3.01% | App CPU 0.00% | App Heap 8.08MB
[13:38:55 INF] Usage: Total CPU 8.08% | App CPU 0.00% | App Heap 8.08MB
[13:38:56 INF] Usage: Total CPU 10.90% | App CPU 1.54% | App Heap 8.08MB
[13:38:57 INF] Usage: Total CPU 7.90% | App CPU 0.00% | App Heap 8.08MB
[13:38:58 INF] Usage: Total CPU 5.41% | App CPU 0.00% | App Heap 8.08MB
[13:38:59 INF] Usage: Total CPU 5.19% | App CPU 0.00% | App Heap 8.09MB
[13:39:00 INF] Usage: Total CPU 4.77% | App CPU 0.00% | App Heap 8.08MB
[13:39:01 INF] Usage: Total CPU 2.34% | App CPU 0.00% | App Heap 8.08MB
[13:39:02 INF] Usage: Total CPU 3.60% | App CPU 1.51% | App Heap 8.08MB
[13:39:03 INF] Usage: Total CPU 1.81% | App CPU 0.00% | App Heap 8.08MB
[13:39:04 INF] Usage: Total CPU 0.92% | App CPU 0.00% | App Heap 8.09MB
[13:39:05 INF] Usage: Total CPU 2.44% | App CPU 1.10% | App Heap 8.09MB
[13:39:07 INF] Usage: Total CPU 3.44% | App CPU 0.00% | App Heap 8.09MB
[13:39:08 INF] Usage: Total CPU 1.25% | App CPU 0.00% | App Heap 8.03MB
[13:39:09 INF] Usage: Total CPU 0.93% | App CPU 0.00% | App Heap 8.03MB
[13:39:10 INF] Usage: Total CPU 2.84% | App CPU 0.00% | App Heap 8.03MB
[13:39:11 INF] Usage: Total CPU 4.02% | App CPU 0.06% | App Heap 8.03MB
[13:39:12 INF] Usage: Total CPU 2.32% | App CPU 1.62% | App Heap 8.03MB
[13:39:13 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 7.96MB
[13:39:14 INF] Usage: Total CPU 1.92% | App CPU 1.48% | App Heap 8.03MB
[13:39:15 INF] Usage: Total CPU 0.42% | App CPU 0.00% | App Heap 8.03MB
[13:39:16 INF] Usage: Total CPU 1.52% | App CPU 0.00% | App Heap 8.03MB
[13:39:17 INF] Usage: Total CPU 1.35% | App CPU 0.00% | App Heap 8.04MB
[13:39:18 INF] Usage: Total CPU 0.82% | App CPU 0.00% | App Heap 8.03MB
[13:39:19 INF] Usage: Total CPU 2.63% | App CPU 1.55% | App Heap 8.04MB
[13:39:20 INF] Usage: Total CPU 1.68% | App CPU 0.00% | App Heap 8.03MB
[13:39:21 INF] Usage: Total CPU 1.30% | App CPU 0.00% | App Heap 8.03MB
[13:39:22 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 8.03MB
[13:39:23 INF] Usage: Total CPU 2.16% | App CPU 1.03% | App Heap 8.03MB
[13:39:24 INF] Usage: Total CPU 0.11% | App CPU 0.00% | App Heap 8.04MB
[13:39:25 INF] Usage: Total CPU 2.25% | App CPU 0.00% | App Heap 8.04MB
[13:39:26 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 8.03MB
[13:39:27 INF] Usage: Total CPU 1.34% | App CPU 0.00% | App Heap 8.04MB
[13:39:28 INF] Usage: Total CPU 4.37% | App CPU 1.03% | App Heap 8.03MB
[13:39:29 INF] Usage: Total CPU 1.85% | App CPU 0.00% | App Heap 8.03MB
[13:39:30 INF] Usage: Total CPU 21.74% | App CPU 0.00% | App Heap 8.03MB
[13:39:31 INF] Usage: Total CPU 5.99% | App CPU 0.00% | App Heap 8.03MB
[13:39:32 INF] Usage: Total CPU 6.37% | App CPU 1.54% | App Heap 8.03MB
[13:39:33 INF] Usage: Total CPU 3.71% | App CPU 0.00% | App Heap 8.04MB
[13:39:34 INF] Usage: Total CPU 1.40% | App CPU 0.06% | App Heap 8.03MB
[13:39:35 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 8.03MB
[13:39:36 INF] Usage: Total CPU 4.10% | App CPU 0.00% | App Heap 8.03MB
[13:39:37 INF] Usage: Total CPU 3.07% | App CPU 0.00% | App Heap 8.03MB
[13:39:38 INF] Usage: Total CPU 4.73% | App CPU 0.00% | App Heap 8.03MB
[13:39:39 INF] Usage: Total CPU 5.44% | App CPU 0.00% | App Heap 8.03MB
[13:39:40 INF] Usage: Total CPU 1.16% | App CPU 0.00% | App Heap 8.03MB
[13:39:41 INF] Usage: Total CPU 2.01% | App CPU 0.00% | App Heap 8.03MB
[13:39:42 INF] Usage: Total CPU 2.08% | App CPU 1.55% | App Heap 8.03MB
[13:39:43 INF] Usage: Total CPU 2.15% | App CPU 0.00% | App Heap 8.04MB
[13:39:44 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 8.04MB
[13:39:45 INF] Usage: Total CPU 5.50% | App CPU 1.16% | App Heap 8.04MB
[13:39:46 INF] Usage: Total CPU 1.45% | App CPU 0.00% | App Heap 8.04MB
[13:39:47 INF] Usage: Total CPU 2.16% | App CPU 0.00% | App Heap 8.04MB
[13:39:48 INF] Usage: Total CPU 3.16% | App CPU 0.00% | App Heap 8.04MB
[13:39:49 INF] Usage: Total CPU 1.22% | App CPU 0.00% | App Heap 8.03MB
[13:39:50 INF] Usage: Total CPU 0.08% | App CPU 0.00% | App Heap 8.04MB
[13:39:51 INF] Usage: Total CPU 3.04% | App CPU 0.00% | App Heap 8.03MB
[13:39:52 INF] Usage: Total CPU 1.32% | App CPU 0.00% | App Heap 8.05MB
[13:39:53 INF] Usage: Total CPU 2.08% | App CPU 0.00% | App Heap 8.04MB
[13:39:54 INF] Usage: Total CPU 1.63% | App CPU 0.00% | App Heap 8.03MB
[13:39:55 INF] Usage: Total CPU 6.10% | App CPU 0.00% | App Heap 8.03MB
[13:39:56 INF] Usage: Total CPU 11.18% | App CPU 0.26% | App Heap 8.03MB
[13:39:57 INF] Usage: Total CPU 8.21% | App CPU 1.42% | App Heap 8.03MB
[13:39:58 INF] Usage: Total CPU 4.33% | App CPU 0.00% | App Heap 8.02MB
[13:39:59 INF] Usage: Total CPU 0.14% | App CPU 0.00% | App Heap 8.03MB
[13:40:00 INF] Usage: Total CPU 5.09% | App CPU 0.00% | App Heap 8.02MB
[13:40:01 INF] Usage: Total CPU 1.87% | App CPU 0.00% | App Heap 8.03MB
[13:40:02 INF] Usage: Total CPU 3.00% | App CPU 0.00% | App Heap 8.03MB
[13:40:03 INF] Usage: Total CPU 7.80% | App CPU 0.00% | App Heap 8.02MB
[13:40:04 INF] Usage: Total CPU 11.02% | App CPU 0.00% | App Heap 8.02MB
[13:40:05 INF] Usage: Total CPU 5.94% | App CPU 0.00% | App Heap 8.02MB
[13:40:06 INF] Usage: Total CPU 5.80% | App CPU 0.00% | App Heap 8.03MB
[13:40:07 INF] Usage: Total CPU 6.36% | App CPU 1.49% | App Heap 8.02MB
[13:40:08 INF] Usage: Total CPU 3.54% | App CPU 0.00% | App Heap 8.02MB
[13:40:09 INF] Usage: Total CPU 2.57% | App CPU 0.00% | App Heap 8.02MB
[13:40:10 INF] Usage: Total CPU 7.88% | App CPU 0.00% | App Heap 8.02MB
[13:40:11 INF] Usage: Total CPU 16.09% | App CPU 0.00% | App Heap 8.02MB
[13:40:12 INF] Usage: Total CPU 6.95% | App CPU 0.00% | App Heap 8.03MB
[13:40:13 INF] Usage: Total CPU 7.81% | App CPU 0.00% | App Heap 8.03MB
[13:40:14 INF] Usage: Total CPU 10.59% | App CPU 0.00% | App Heap 8.03MB
[13:40:15 INF] Usage: Total CPU 7.11% | App CPU 0.00% | App Heap 8.03MB
[13:40:16 INF] Usage: Total CPU 6.14% | App CPU 0.00% | App Heap 8.03MB
[13:40:17 INF] Usage: Total CPU 6.25% | App CPU 0.00% | App Heap 8.03MB
[13:40:18 INF] Usage: Total CPU 5.84% | App CPU 0.00% | App Heap 8.03MB
[13:40:19 INF] Usage: Total CPU 4.77% | App CPU 0.00% | App Heap 8.03MB
[13:40:20 INF] Usage: Total CPU 6.08% | App CPU 0.00% | App Heap 8.03MB
[13:40:21 INF] Usage: Total CPU 6.50% | App CPU 0.00% | App Heap 8.03MB
[13:40:22 INF] Usage: Total CPU 8.62% | App CPU 0.00% | App Heap 8.03MB
[13:40:23 INF] Usage: Total CPU 10.08% | App CPU 1.54% | App Heap 8.03MB
[13:40:25 INF] Usage: Total CPU 8.25% | App CPU 1.54% | App Heap 8.03MB
[13:40:26 INF] Usage: Total CPU 8.93% | App CPU 0.06% | App Heap 8.03MB
[13:40:27 INF] Usage: Total CPU 10.13% | App CPU 0.00% | App Heap 8.03MB
[13:40:28 INF] Usage: Total CPU 12.32% | App CPU 0.00% | App Heap 8.03MB
[13:40:29 INF] Usage: Total CPU 7.03% | App CPU 0.00% | App Heap 8.03MB
[13:40:30 INF] Usage: Total CPU 3.70% | App CPU 0.06% | App Heap 8.03MB
[13:40:31 INF] Usage: Total CPU 2.97% | App CPU 0.00% | App Heap 8.03MB
[13:40:32 INF] Usage: Total CPU 6.36% | App CPU 0.00% | App Heap 8.03MB
[13:40:33 INF] Usage: Total CPU 1.58% | App CPU 0.00% | App Heap 8.03MB
[13:40:34 INF] Usage: Total CPU 9.98% | App CPU 0.06% | App Heap 8.09MB
[13:40:35 INF] Usage: Total CPU 6.88% | App CPU 1.10% | App Heap 8.15MB
[13:40:36 INF] Usage: Total CPU 2.38% | App CPU 0.00% | App Heap 8.15MB
[13:40:37 INF] Usage: Total CPU 6.01% | App CPU 0.06% | App Heap 8.10MB
[13:40:38 INF] Usage: Total CPU 14.75% | App CPU 0.00% | App Heap 8.23MB
[13:40:39 INF] Usage: Total CPU 11.59% | App CPU 0.00% | App Heap 8.16MB
[13:40:40 INF] Usage: Total CPU 9.15% | App CPU 0.00% | App Heap 8.15MB
[13:40:41 INF] Usage: Total CPU 7.77% | App CPU 0.00% | App Heap 8.16MB
[13:40:42 INF] Usage: Total CPU 3.31% | App CPU 0.00% | App Heap 8.16MB
[13:40:43 INF] Usage: Total CPU 2.94% | App CPU 0.06% | App Heap 8.14MB
[13:40:44 INF] Usage: Total CPU 1.13% | App CPU 0.06% | App Heap 8.22MB
[13:40:45 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 8.15MB
[13:40:46 INF] Usage: Total CPU 4.52% | App CPU 0.06% | App Heap 8.13MB
[13:40:47 INF] Usage: Total CPU 2.14% | App CPU 0.00% | App Heap 8.20MB
[13:40:48 INF] Usage: Total CPU 1.80% | App CPU 0.00% | App Heap 8.16MB
[13:40:49 INF] Usage: Total CPU 2.50% | App CPU 0.00% | App Heap 8.13MB
[13:40:50 INF] Usage: Total CPU 2.00% | App CPU 0.00% | App Heap 8.12MB
[13:40:51 INF] Usage: Total CPU 2.92% | App CPU 0.00% | App Heap 8.12MB
[13:40:52 INF] Usage: Total CPU 2.85% | App CPU 0.00% | App Heap 8.12MB
[13:40:53 INF] Usage: Total CPU 4.82% | App CPU 0.00% | App Heap 8.12MB
[13:40:54 INF] Usage: Total CPU 4.48% | App CPU 1.54% | App Heap 8.13MB
[13:40:55 INF] Usage: Total CPU 12.23% | App CPU 0.00% | App Heap 8.12MB
[13:40:56 INF] Usage: Total CPU 9.22% | App CPU 0.00% | App Heap 8.12MB
[13:40:57 INF] Usage: Total CPU 6.04% | App CPU 0.00% | App Heap 8.12MB
[13:40:58 INF] Usage: Total CPU 7.12% | App CPU 0.00% | App Heap 8.13MB
[13:40:59 INF] Usage: Total CPU 8.34% | App CPU 0.00% | App Heap 8.13MB
[13:41:00 INF] Usage: Total CPU 4.32% | App CPU 0.00% | App Heap 8.13MB
[13:41:01 INF] Usage: Total CPU 6.67% | App CPU 0.00% | App Heap 8.13MB
[13:41:02 INF] Usage: Total CPU 8.33% | App CPU 0.00% | App Heap 8.13MB
[13:41:03 INF] Usage: Total CPU 10.34% | App CPU 0.00% | App Heap 8.13MB
[13:41:04 INF] Usage: Total CPU 9.26% | App CPU 1.54% | App Heap 8.13MB
[13:41:05 INF] Usage: Total CPU 6.90% | App CPU 1.54% | App Heap 8.13MB
[13:41:06 INF] Usage: Total CPU 6.48% | App CPU 0.00% | App Heap 8.12MB
[13:41:07 INF] Usage: Total CPU 14.32% | App CPU 0.00% | App Heap 8.12MB
[13:41:08 INF] Usage: Total CPU 17.03% | App CPU 0.00% | App Heap 8.12MB
[13:41:09 INF] Usage: Total CPU 15.42% | App CPU 1.48% | App Heap 8.12MB
[13:41:10 INF] Usage: Total CPU 14.56% | App CPU 0.00% | App Heap 8.12MB
[13:41:11 INF] Usage: Total CPU 12.18% | App CPU 0.06% | App Heap 8.12MB
[13:41:12 INF] Usage: Total CPU 8.11% | App CPU 0.00% | App Heap 8.13MB
[13:41:13 INF] Usage: Total CPU 7.08% | App CPU 0.00% | App Heap 8.13MB
[13:41:14 INF] Usage: Total CPU 10.23% | App CPU 0.00% | App Heap 8.13MB
[13:41:15 INF] Usage: Total CPU 8.30% | App CPU 0.00% | App Heap 8.12MB
[13:41:16 INF] Usage: Total CPU 8.42% | App CPU 0.00% | App Heap 8.13MB
[13:41:17 INF] Usage: Total CPU 2.95% | App CPU 0.00% | App Heap 8.12MB
[13:41:18 INF] Usage: Total CPU 5.76% | App CPU 0.00% | App Heap 8.12MB
[13:41:19 INF] Usage: Total CPU 7.22% | App CPU 0.00% | App Heap 8.12MB
[13:41:20 INF] Usage: Total CPU 3.51% | App CPU 1.55% | App Heap 8.13MB
[13:41:21 INF] Usage: Total CPU 3.03% | App CPU 0.00% | App Heap 8.12MB
[13:41:22 INF] Usage: Total CPU 5.10% | App CPU 0.00% | App Heap 8.12MB
[13:41:23 INF] Usage: Total CPU 6.56% | App CPU 1.54% | App Heap 8.12MB
[13:41:24 INF] Usage: Total CPU 14.19% | App CPU 0.00% | App Heap 8.13MB
[13:41:25 INF] Usage: Total CPU 7.36% | App CPU 0.00% | App Heap 8.12MB
[13:41:26 INF] Usage: Total CPU 5.43% | App CPU 0.00% | App Heap 8.13MB
[13:41:27 INF] Usage: Total CPU 7.57% | App CPU 0.00% | App Heap 8.12MB
[13:41:28 INF] Usage: Total CPU 7.51% | App CPU 0.00% | App Heap 8.13MB
[13:41:29 INF] Usage: Total CPU 10.61% | App CPU 1.54% | App Heap 8.12MB
[13:41:30 INF] Usage: Total CPU 9.50% | App CPU 0.00% | App Heap 8.12MB
[13:41:31 INF] Usage: Total CPU 9.20% | App CPU 0.00% | App Heap 8.13MB
[13:41:32 INF] Usage: Total CPU 8.18% | App CPU 0.00% | App Heap 8.12MB
[13:41:34 INF] Usage: Total CPU 4.73% | App CPU 0.00% | App Heap 8.12MB
[13:41:35 INF] Usage: Total CPU 2.80% | App CPU 0.06% | App Heap 8.12MB
[13:41:36 INF] Usage: Total CPU 3.04% | App CPU 0.06% | App Heap 8.13MB
[13:41:37 INF] Usage: Total CPU 10.61% | App CPU 0.00% | App Heap 8.12MB
[13:41:38 INF] Usage: Total CPU 20.46% | App CPU 1.56% | App Heap 8.13MB
[13:41:39 INF] Usage: Total CPU 7.77% | App CPU 0.00% | App Heap 8.13MB
[13:41:40 INF] Usage: Total CPU 7.74% | App CPU 0.00% | App Heap 8.13MB
[13:41:41 INF] Usage: Total CPU 7.18% | App CPU 0.00% | App Heap 8.13MB
[13:41:42 INF] Usage: Total CPU 7.95% | App CPU 1.55% | App Heap 8.13MB
[13:41:43 INF] Usage: Total CPU 11.72% | App CPU 0.00% | App Heap 8.12MB
[13:41:44 INF] Usage: Total CPU 12.71% | App CPU 0.00% | App Heap 8.13MB
[13:41:45 INF] Usage: Total CPU 6.93% | App CPU 0.00% | App Heap 8.12MB
[13:41:46 INF] Usage: Total CPU 14.07% | App CPU 0.00% | App Heap 8.12MB
[13:41:47 INF] Usage: Total CPU 16.73% | App CPU 0.06% | App Heap 8.11MB
[13:41:48 INF] Usage: Total CPU 29.87% | App CPU 0.26% | App Heap 8.08MB
[13:41:49 INF] Usage: Total CPU 24.31% | App CPU 1.53% | App Heap 8.07MB
[13:41:50 INF] Usage: Total CPU 24.57% | App CPU 0.00% | App Heap 8.06MB
[13:41:51 INF] Usage: Total CPU 17.51% | App CPU 0.13% | App Heap 8.07MB
[13:41:52 INF] Usage: Total CPU 18.21% | App CPU 0.00% | App Heap 8.06MB
[13:41:53 INF] Usage: Total CPU 17.79% | App CPU 0.00% | App Heap 8.07MB
[13:41:54 INF] Usage: Total CPU 13.22% | App CPU 1.54% | App Heap 8.07MB
[13:41:55 INF] Usage: Total CPU 11.68% | App CPU 1.55% | App Heap 8.07MB
[13:41:56 INF] Usage: Total CPU 10.80% | App CPU 0.00% | App Heap 8.07MB
[13:41:57 INF] Usage: Total CPU 14.32% | App CPU 0.00% | App Heap 8.07MB
[13:41:58 INF] Usage: Total CPU 15.85% | App CPU 0.00% | App Heap 8.07MB
[13:41:59 INF] Usage: Total CPU 14.71% | App CPU 0.00% | App Heap 8.07MB
[13:42:00 INF] Usage: Total CPU 16.88% | App CPU 0.00% | App Heap 8.07MB
[13:42:01 INF] Usage: Total CPU 5.25% | App CPU 0.00% | App Heap 8.07MB
[13:42:02 INF] Usage: Total CPU 4.55% | App CPU 1.55% | App Heap 8.07MB
[13:42:03 INF] Usage: Total CPU 11.70% | App CPU 0.00% | App Heap 8.07MB
[13:42:04 INF] Usage: Total CPU 7.72% | App CPU 1.54% | App Heap 8.07MB
[13:42:05 INF] Usage: Total CPU 4.75% | App CPU 0.06% | App Heap 8.07MB
[13:42:06 INF] Usage: Total CPU 5.90% | App CPU 0.00% | App Heap 8.06MB
[13:42:07 INF] Usage: Total CPU 10.07% | App CPU 1.48% | App Heap 8.06MB
[13:42:08 INF] Usage: Total CPU 9.46% | App CPU 0.00% | App Heap 8.06MB
